amount,hour,category,distance_from_home,txns_last_hour,is_foreign,is_fraud
15.77,10,electronics,21.45,3,0,1
10.69,18,grocery,63.47,1,0,0
20.57,16,pharmacy,25.8,1,1,0
19.29,11,home,26.16,1,0,0
10.01,19,pharmacy,7.73,0,0,0
6.17,23,grocery,48.4,1,0,0
48.08,17,grocery,34.58,0,0,0
22.64,11,pharmacy,40.93,2,0,0
31.89,20,grocery,11.01,1,0,0
150.07,14,luxury,4.83,1,0,0
54.26,15,fuel,14.34,0,1,0
74.15,22,luxury,5.9,1,0,0
4.9,11,services,31.39,0,0,0
9.3,19,retail,4.96,0,0,0
23.63,7,pharmacy,13.06,0,0,0
56.74,11,retail,16.14,1,0,0
10.98,8,grocery,9.82,0,0,0
25.63,23,food,29.67,0,0,0
3.26,15,retail,79.28,0,0,0
7.71,16,pharmacy,60.35,1,0,0
18.62,21,food,40.91,0,0,0
24.4,11,pharmacy,95.86,0,1,0
23.72,10,services,16.94,1,0,0
53.67,21,auto,18.93,1,0,0
5.46,14,home,26.53,3,0,0
9.94,12,home,6.04,0,0,0
61.64,20,auto,19.77,0,0,0
83.11,19,subscription,39.58,0,0,0
5.51,16,home,32.16,0,1,0
35.53,13,food,3.63,1,0,0
20.49,16,auto,20.53,0,0,0
16.52,17,hardware,4.37,0,0,0
28.89,22,services,10.26,1,0,0
46.06,15,home,2.55,0,0,0
54.74,16,services,21.18,1,0,0
13.97,18,hardware,25.36,1,0,0
399.51,21,luxury,41.6,0,0,0
3.82,11,retail,12.33,1,0,0
7.69,17,pharmacy,26.06,0,0,0
27.36,9,luxury,5.01,1,0,0
11.27,20,services,35.39,0,0,0
22.91,12,hardware,20.0,1,0,0
23.7,4,services,18.56,1,0,0
9.45,7,food,13.69,0,0,0
10.27,23,fuel,27.48,0,0,0
62.62,13,electronics,30.23,0,0,0
2.3,7,subscription,35.57,0,0,0
2.86,12,pharmacy,41.47,1,0,0
9.02,6,travel,34.16,1,0,0
6.8,19,grocery,6.43,0,0,0
6.84,17,pharmacy,23.89,3,0,0
20.03,9,travel,11.44,0,0,0
248.1,11,travel,3.82,0,0,0
29.24,13,luxury,5.44,0,0,0
19.69,23,retail,40.67,1,0,0
19.34,20,fuel,11.43,1,0,0
21.73,16,travel,67.25,2,0,0
104.19,12,home,4.31,1,0,0
37.8,23,services,39.97,0,0,0
11.55,9,pharmacy,36.62,1,0,0
15.54,17,subscription,12.41,1,0,0
13.92,15,hardware,33.64,0,0,0
16.4,18,grocery,20.69,3,0,0
27.17,19,fuel,17.57,2,0,0
21.5,9,fuel,46.95,1,0,0
13.55,8,subscription,11.99,1,0,0
28.02,20,fuel,35.36,0,0,0
6.04,19,home,18.36,1,0,0
118.61,18,luxury,0.83,0,1,0
11.41,23,pharmacy,47.72,0,0,0
10.02,20,home,23.82,0,0,0
5.54,16,hardware,35.51,0,0,0
100.57,5,luxury,42.93,2,0,0
4.54,18,fuel,23.79,1,0,0
18.85,18,grocery,33.34,1,0,0
117.8,14,pharmacy,23.2,1,0,0
15.56,11,grocery,20.3,1,0,0
6.62,4,fuel,8.0,0,0,0
4.87,9,pharmacy,33.77,0,0,0
29.01,20,travel,23.04,1,0,0
6.65,19,retail,14.93,0,0,0
9.6,16,subscription,40.9,0,0,0
58.05,9,luxury,7.46,1,0,0
16.32,9,services,16.74,1,0,0
58.94,8,electronics,37.01,2,0,0
2.22,7,food,40.95,0,0,0
5.04,16,pharmacy,7.68,0,0,0
47.61,10,fuel,20.81,1,0,0
57.82,8,services,31.99,2,1,0
7.25,14,travel,9.43,0,0,0
27.9,15,luxury,2.27,2,0,0
29.35,10,services,16.98,0,0,0
2.89,23,food,19.11,0,0,0
9.46,13,auto,21.18,0,0,0
33.02,21,auto,2.23,1,0,0
22.38,12,grocery,6.4,2,0,0
23.05,20,luxury,44.06,0,0,0
36.0,22,grocery,19.31,1,0,0
11.45,18,grocery,34.88,1,0,0
19.22,13,retail,11.39,2,0,0
18.45,18,pharmacy,22.33,2,0,0
8.95,11,home,42.36,1,0,0
5.69,15,subscription,21.39,0,0,0
71.52,23,fuel,19.11,0,0,0
275.85,18,electronics,12.3,1,0,0
12.39,13,food,19.2,0,1,0
12.68,13,retail,42.15,0,0,0
1320.4,17,electronics,15.48,1,0,1
4.04,20,fuel,30.68,0,0,0
82.57,10,electronics,30.03,2,0,0
18.05,23,hardware,16.14,0,0,0
7.77,12,hardware,29.4,1,0,0
50.55,22,services,51.13,0,0,0
5.53,17,fuel,21.56,0,1,0
10.06,22,pharmacy,15.3,1,0,0
14.85,11,travel,23.97,1,0,0
32.0,12,services,22.47,1,0,0
6.67,14,services,51.57,0,0,0
10.93,18,retail,63.83,0,0,0
28.82,13,hardware,14.31,1,0,0
93.16,4,luxury,23.9,0,0,0
19.36,15,services,32.67,2,0,0
20.56,17,hardware,11.46,1,0,0
39.51,14,pharmacy,40.84,0,0,0
8.78,2,luxury,35.85,0,0,0
4.62,13,food,27.82,1,0,0
41.81,10,travel,39.41,0,0,0
8.48,13,fuel,14.55,1,0,0
29.37,13,food,55.69,1,0,0
1.89,9,food,24.36,0,0,0
13.67,22,grocery,23.9,0,0,0
1.0,12,retail,29.57,0,0,0
30.87,14,grocery,7.22,0,0,0
15.99,5,electronics,33.25,0,0,0
2.32,14,food,66.78,0,0,0
2.85,14,auto,30.12,1,0,0
235.67,15,electronics,12.2,1,0,0
19.18,10,travel,18.48,0,0,0
35.02,18,travel,13.28,0,0,0
5.05,15,grocery,36.03,1,0,0
9.8,19,retail,76.21,1,0,0
45.51,11,hardware,14.18,1,0,0
27.13,5,retail,9.46,2,0,0
14.04,23,pharmacy,7.77,0,0,0
91.06,8,travel,21.43,0,0,0
42.84,10,luxury,1.85,2,0,0
18.36,15,auto,25.48,0,0,0
8.63,17,electronics,5.61,0,0,0
33.55,16,retail,28.65,0,0,0
4.03,14,food,51.07,1,0,0
8.09,18,services,15.58,2,0,0
18.99,17,fuel,45.28,0,0,0
50.42,10,luxury,35.12,0,0,0
18.76,14,hardware,34.65,0,0,0
28.5,16,retail,16.06,0,0,0
13.18,11,home,2.61,0,0,0
23.89,14,luxury,6.14,1,0,0
6.95,6,pharmacy,28.98,0,0,0
1.0,23,auto,8.14,0,0,0
12.42,12,subscription,36.98,0,0,0
16.78,15,auto,24.63,0,0,0
79.62,21,luxury,38.06,0,0,0
16.59,16,hardware,56.53,0,0,0
4.6,15,hardware,9.0,0,0,0
3.65,14,home,75.37,1,0,0
25.33,14,services,31.03,0,0,0
57.4,13,luxury,13.16,0,0,0
30.71,10,electronics,13.74,0,0,0
9.35,12,subscription,18.43,2,0,0
62.92,16,pharmacy,4.31,1,0,0
64.13,13,luxury,56.67,0,0,0
7.82,14,hardware,37.78,0,0,0
65.61,18,travel,62.02,2,0,0
24.47,10,fuel,22.14,0,0,0
13.46,14,auto,22.88,0,0,0
29.28,16,services,18.86,1,0,0
4.5,13,auto,32.73,0,0,0
67.15,9,luxury,16.04,0,0,0
21.03,21,services,27.74,3,0,0
11.78,19,electronics,24.81,0,0,0
34.48,19,home,35.89,1,0,0
18.97,10,home,51.23,1,0,0
17.69,15,food,31.38,1,0,0
4.69,15,retail,39.48,2,0,0
8.65,17,hardware,19.54,0,0,0
5.85,17,subscription,12.88,0,0,0
49.28,14,luxury,39.7,1,0,0
46.76,12,home,19.65,0,0,0
26.62,11,hardware,28.14,0,0,0
51.1,15,luxury,29.64,2,0,0
16.94,11,services,52.67,0,0,0
20.44,15,services,13.11,0,0,0
27.5,22,fuel,2.7,0,1,0
44.71,12,auto,22.43,0,0,0
65.52,16,hardware,20.37,2,0,0
6.93,13,services,27.91,0,0,0
74.36,9,electronics,27.94,0,0,0
24.58,22,subscription,11.97,2,0,0
11.61,10,auto,42.51,1,0,0
5.42,13,home,48.4,0,0,0
12.95,12,services,14.08,0,0,0
14.41,20,auto,25.35,1,0,0
132.64,19,electronics,7.29,0,0,0
17.39,12,luxury,7.58,0,0,0
3.97,11,services,41.11,0,0,0
4.46,22,home,19.02,0,0,0
41.94,11,travel,68.98,1,0,0
118.93,14,grocery,13.99,1,0,0
11.39,15,hardware,45.42,2,1,0
3.34,11,fuel,30.28,1,0,0
4.84,11,subscription,9.65,0,0,0
182.02,14,travel,17.24,1,0,0
22.08,15,auto,27.97,0,0,0
5.73,18,retail,34.89,0,0,0
22.02,7,services,36.16,1,0,0
15.04,13,grocery,20.45,0,0,0
9.24,18,pharmacy,27.0,1,0,0
78.2,4,services,36.73,1,0,0
39.04,13,auto,34.64,0,0,0
128.59,13,travel,52.95,0,0,1
11.71,20,subscription,36.95,2,0,0
74.25,17,fuel,21.63,0,0,0
20.83,18,fuel,10.4,0,0,0
43.01,10,hardware,26.77,0,0,0
26.57,20,subscription,36.83,1,0,0
18.58,16,fuel,16.81,1,0,0
13.44,16,home,42.98,0,0,0
41.92,16,services,46.17,1,0,0
959.99,9,luxury,16.25,0,0,0
27.02,13,grocery,14.24,1,0,0
13.41,18,electronics,21.3,0,0,0
6.09,22,food,56.63,0,0,0
21.33,20,hardware,11.7,0,0,0
76.78,15,luxury,23.83,1,0,0
39.79,16,travel,28.52,1,0,0
2.84,22,grocery,7.21,0,1,0
2.4,9,services,24.88,0,0,0
8.79,16,subscription,65.72,0,0,0
76.51,18,electronics,18.64,0,0,0
12.21,13,services,21.61,2,0,0
15.56,12,travel,27.21,2,0,0
50.54,19,luxury,31.28,1,0,0
2.68,22,fuel,60.17,0,0,0
37.01,13,home,19.23,0,0,0
5.16,17,pharmacy,25.27,0,0,0
686.59,22,luxury,8.16,1,0,0
18.38,17,travel,50.91,0,0,0
119.83,11,food,20.91,0,0,0
1.83,13,fuel,11.71,0,0,0
36.63,10,luxury,20.03,0,0,0
60.45,19,electronics,26.75,1,0,0
18.38,17,food,98.27,0,0,0
5.73,19,auto,24.43,1,0,0
6.52,18,services,22.37,0,0,0
40.93,7,hardware,31.77,0,0,0
5.55,12,grocery,41.75,1,0,0
691.2,10,electronics,18.46,2,0,0
4.44,7,retail,23.44,2,0,0
1.22,9,home,7.79,1,0,0
3.71,23,auto,28.46,0,0,0
57.46,16,hardware,44.7,2,0,0
8.31,14,pharmacy,1.05,0,0,0
23.24,13,pharmacy,40.71,0,0,0
17.24,21,luxury,35.85,0,0,0
50.21,18,home,10.2,0,0,0
20.71,6,subscription,44.46,0,0,0
7.15,16,retail,73.0,0,0,0
5.08,21,hardware,58.58,2,0,0
13.45,8,grocery,44.58,0,0,0
115.54,4,electronics,23.46,0,0,0
18.52,11,auto,23.81,0,0,0
26.76,16,auto,41.47,0,0,0
79.02,17,luxury,16.44,0,0,0
28.84,13,auto,40.18,0,0,0
32.17,17,auto,37.31,1,0,0
16.96,18,auto,7.5,2,0,0
9.48,10,electronics,13.22,0,0,0
22.94,14,food,41.74,1,0,0
53.93,17,travel,63.83,0,0,0
499.87,17,electronics,4.7,2,0,0
68.55,23,food,37.55,0,0,0
31.89,21,subscription,59.03,0,0,0
85.15,15,electronics,39.52,0,0,0
11.61,7,hardware,43.27,1,0,0
34.83,16,hardware,27.11,0,0,0
46.75,21,hardware,19.44,1,0,0
22.22,12,subscription,12.31,3,0,0
18.1,19,auto,35.69,0,0,0
121.84,11,grocery,25.92,0,0,0
61.69,10,grocery,17.33,2,0,0
67.67,18,luxury,4.92,0,0,0
14.02,14,hardware,20.83,3,0,0
79.75,18,luxury,18.34,1,0,0
121.77,7,hardware,10.99,0,0,0
25.48,11,hardware,13.09,4,0,0
5.92,18,home,12.69,1,0,0
5.77,16,subscription,11.44,0,0,0
26.55,18,hardware,2.94,0,0,0
24.95,19,retail,36.1,0,0,0
19.25,17,subscription,14.84,0,0,0
2.37,14,home,10.79,1,0,0
117.91,16,travel,2.66,0,0,0
18.69,17,retail,6.03,0,0,0
16.88,10,fuel,11.19,1,0,0
9.81,20,travel,30.87,2,0,0
1.57,18,hardware,31.53,0,1,0
6.2,11,retail,51.54,2,0,0
17.73,16,auto,29.81,0,0,0
186.63,15,electronics,22.17,0,0,0
130.58,17,electronics,34.39,1,1,0
8.98,22,electronics,24.31,2,0,0
7.49,15,auto,13.66,0,0,0
68.93,13,food,23.91,0,0,0
64.76,17,pharmacy,46.5,0,0,0
11.13,2,retail,10.0,0,0,0
2.33,11,auto,75.76,2,0,0
369.42,9,electronics,21.19,3,0,0
3.35,23,fuel,37.85,0,0,0
38.34,13,home,8.87,1,0,0
16.55,15,grocery,24.27,2,0,0
21.9,19,retail,22.89,2,0,0
54.82,17,luxury,27.95,1,0,0
16.69,19,grocery,36.1,1,0,0
34.19,9,home,8.14,3,0,0
17.08,11,retail,32.44,0,0,0
308.39,11,electronics,26.89,1,0,0
59.61,18,home,23.72,2,0,0
220.61,19,electronics,12.3,0,0,0
9.85,17,home,58.05,1,0,0
9.82,8,hardware,15.28,0,0,0
116.34,13,services,30.23,0,0,0
19.08,12,pharmacy,46.38,0,0,0
17.2,17,luxury,13.2,0,0,0
19.88,20,fuel,49.95,1,0,0
47.68,23,food,58.71,1,0,0
10.58,10,pharmacy,26.4,0,0,0
4.61,23,services,35.74,0,0,0
5.91,7,subscription,49.56,0,0,0
6.36,22,fuel,14.52,0,0,0
83.76,10,luxury,38.46,0,0,1
18.48,16,food,8.44,3,0,0
14.67,14,luxury,39.34,1,1,0
63.37,15,retail,47.47,0,0,0
4.14,10,electronics,42.96,0,0,0
55.78,12,luxury,47.82,0,0,0
14.85,19,fuel,19.55,0,0,0
25.58,17,food,88.61,0,0,0
31.71,14,home,27.35,1,0,0
13.68,14,luxury,11.69,1,0,0
20.12,16,auto,30.56,0,0,0
5.87,11,pharmacy,27.07,1,0,0
36.73,21,pharmacy,53.08,0,0,0
2.53,22,fuel,43.03,1,0,0
5.93,8,pharmacy,16.82,0,0,0
18.88,16,subscription,45.21,0,0,0
10.03,14,auto,7.37,0,0,0
6.19,21,food,18.6,0,0,0
19.77,16,hardware,3.27,0,0,0
13.22,11,hardware,8.28,0,0,0
8.08,19,grocery,45.0,0,0,0
36.2,14,electronics,18.14,1,0,0
1.55,23,retail,58.4,1,0,0
6.71,22,food,57.24,2,0,0
1.71,17,food,21.32,0,0,0
8.52,14,grocery,4.96,0,0,0
9.78,18,fuel,32.88,1,0,0
39.91,16,services,10.81,0,0,0
53.89,11,auto,36.11,0,0,0
2.87,7,services,42.76,1,0,0
12.25,15,home,14.69,0,0,0
57.93,17,electronics,59.29,0,0,0
105.0,5,electronics,20.82,0,0,0
9.12,10,pharmacy,22.52,0,0,0
54.69,17,luxury,44.92,1,0,0
4.92,23,auto,38.26,0,0,0
18.02,12,travel,57.21,1,0,0
20.45,6,luxury,15.27,1,0,0
1.07,9,hardware,19.27,0,0,0
14.91,23,pharmacy,35.05,2,0,0
30.25,15,pharmacy,41.76,0,0,0
15.15,18,travel,20.83,0,0,0
31.37,14,fuel,15.03,2,0,0
20.98,23,hardware,28.76,1,0,0
21.36,15,hardware,16.97,0,0,0
6.72,21,grocery,11.89,2,0,0
10.01,8,retail,20.29,0,0,0
84.77,13,fuel,51.82,0,1,0
93.07,12,luxury,21.44,0,0,0
14.07,23,electronics,16.97,1,0,0
45.18,20,fuel,51.32,5,1,1
5.59,13,services,15.68,1,0,0
71.14,21,travel,34.84,1,0,0
19.33,17,subscription,29.85,0,0,0
28.08,4,grocery,35.31,1,0,0
31.25,20,luxury,20.95,1,0,0
44.15,17,home,43.15,0,0,0
9.91,23,electronics,29.63,0,0,0
100.25,20,electronics,18.44,1,0,0
26.18,16,hardware,50.62,1,0,0
30.88,16,luxury,9.32,2,0,0
19.71,14,home,14.22,1,1,0
1.87,4,pharmacy,23.6,0,0,0
10.7,18,retail,7.72,0,0,0
91.29,14,electronics,18.85,1,0,0
23.64,11,electronics,52.6,0,0,0
8.1,15,services,31.5,0,0,0
16.36,4,luxury,63.74,0,0,0
2.15,23,pharmacy,23.81,1,0,0
2.46,10,fuel,56.22,0,0,0
1.76,13,retail,43.44,0,0,0
43.29,11,subscription,38.32,0,0,0
12.48,12,food,45.99,2,0,0
8.57,11,fuel,23.81,0,0,0
52.21,13,travel,13.03,1,1,0
83.67,23,electronics,45.17,0,0,0
35.1,14,retail,41.45,0,0,0
5.88,23,hardware,10.7,1,0,0
5.02,8,auto,39.97,1,0,0
7.38,13,retail,41.19,0,0,0
7.09,6,services,28.3,1,0,0
1.73,19,grocery,7.82,2,0,0
62.89,5,fuel,33.81,1,0,0
13.12,19,home,42.6,3,0,0
10.59,12,pharmacy,37.39,2,0,0
27.17,19,hardware,36.63,0,0,0
35.78,21,subscription,6.79,0,0,0
6.0,17,luxury,5.72,0,0,0
21.86,14,luxury,35.12,1,0,0
26.8,23,travel,29.7,2,0,0
38.59,12,pharmacy,22.96,0,0,0
15.03,10,grocery,7.72,1,0,0
24.75,18,food,17.4,1,0,0
19.8,8,hardware,38.3,1,0,0
34.77,14,fuel,14.27,2,0,0
38.07,14,fuel,18.14,0,0,0
6.2,12,electronics,9.11,0,0,0
25.8,5,auto,28.1,1,0,0
11.57,9,food,11.17,0,0,0
11.89,17,travel,11.56,2,0,0
2.78,12,services,23.17,1,0,0
1.71,14,hardware,44.12,0,0,0
7.5,22,luxury,58.49,0,0,0
1.78,14,hardware,27.7,2,0,0
17.32,19,hardware,35.49,0,0,0
29.28,11,hardware,35.49,1,0,0
35.51,12,food,10.62,2,0,0
5.84,9,fuel,13.18,0,1,0
21.0,10,services,14.73,0,0,0
59.04,15,luxury,72.06,0,0,0
13.48,17,pharmacy,27.76,0,0,0
37.7,11,pharmacy,7.67,1,0,0
16.71,16,auto,20.2,0,0,0
15.57,13,hardware,18.51,1,0,0
47.87,12,electronics,37.77,0,0,0
20.12,7,services,29.73,0,0,0
8.26,22,fuel,22.9,0,0,0
32.62,11,home,51.6,1,0,0
32.87,15,food,35.06,0,0,0
16.85,13,pharmacy,8.01,1,0,0
59.38,22,pharmacy,11.9,1,0,0
54.69,18,electronics,6.83,2,0,0
14.39,16,home,22.45,0,0,0
9.56,22,pharmacy,44.42,1,0,0
60.14,16,fuel,41.67,0,0,0
14.28,13,food,29.51,0,0,0
17.28,21,retail,6.22,0,0,0
32.06,20,luxury,32.5,2,0,0
24.32,18,electronics,4.32,0,0,0
12.48,23,auto,16.15,0,0,0
13.73,13,services,26.94,0,0,0
59.9,14,fuel,16.9,0,0,0
11.18,12,retail,15.73,0,0,0
6.69,17,subscription,15.78,0,0,0
29.14,16,auto,24.7,0,0,0
3.16,16,retail,22.25,2,0,0
1.39,21,fuel,44.01,0,1,0
42.96,12,luxury,14.98,0,0,0
1.5,11,fuel,15.59,0,0,0
24.51,12,hardware,22.11,1,0,0
2.58,11,services,14.96,1,0,0
151.22,23,luxury,52.62,2,0,0
19.32,23,services,17.93,0,0,0
46.68,15,pharmacy,23.12,0,0,0
9.73,16,electronics,25.25,0,0,0
1.65,12,travel,16.78,1,0,0
14.75,15,pharmacy,33.04,1,0,0
11.98,15,home,27.79,0,0,0
15.54,21,subscription,34.73,2,0,0
212.54,20,retail,11.99,1,0,0
10.37,18,pharmacy,57.58,0,0,0
33.18,18,electronics,34.18,0,0,0
46.49,11,auto,30.59,1,1,0
9.39,6,subscription,28.55,1,0,0
7.09,15,auto,43.73,0,0,0
101.3,12,luxury,47.26,0,0,0
241.37,9,electronics,57.18,1,0,0
36.06,5,fuel,41.85,0,0,0
119.34,18,electronics,29.48,0,1,0
13.76,15,services,10.8,0,0,0
7.3,16,home,45.51,1,0,0
45.12,16,hardware,26.0,0,0,0
3.5,16,retail,45.98,0,0,0
7.21,18,home,43.44,1,0,0
6.12,19,retail,28.36,0,0,0
12.08,15,fuel,13.01,0,0,0
157.31,15,travel,41.49,0,0,0
17.49,9,grocery,8.72,0,0,0
79.27,20,home,7.27,0,0,0
96.72,9,luxury,35.08,0,0,0
62.53,12,services,21.76,2,0,0
35.35,15,travel,24.67,1,0,0
29.41,16,auto,20.01,0,0,0
80.71,11,electronics,25.74,0,0,0
52.56,18,electronics,41.43,0,0,0
51.55,9,travel,11.53,0,0,0
124.23,11,travel,15.36,0,0,0
10.44,17,fuel,54.44,0,0,0
8.85,14,travel,62.81,1,0,0
21.46,15,hardware,53.71,1,0,0
46.85,16,hardware,46.63,0,0,0
12.14,23,pharmacy,27.04,0,0,0
55.86,21,grocery,42.93,0,0,0
9.45,5,retail,37.16,1,0,0
7.49,18,hardware,34.1,0,0,0
42.96,15,hardware,5.33,0,0,0
108.19,18,grocery,20.15,0,0,0
69.29,17,electronics,39.35,1,0,0
8.87,12,services,5.01,2,0,0
55.26,21,travel,30.08,0,0,0
29.05,8,travel,41.1,0,0,0
19.35,16,fuel,37.46,1,0,0
15.7,11,electronics,21.66,0,0,0
8.68,14,auto,19.8,0,0,0
45.31,9,auto,4.36,0,0,0
66.45,15,fuel,25.82,0,0,0
13.2,18,food,12.43,1,0,0
17.92,16,luxury,6.76,1,0,0
36.66,23,food,31.28,1,0,0
1.41,16,grocery,7.44,0,0,0
8.08,19,grocery,52.76,0,0,0
14.0,7,retail,13.98,0,0,0
17.92,15,food,15.91,1,0,0
7.49,17,services,27.02,0,0,0
12.09,13,services,13.96,0,0,0
8.04,14,electronics,15.35,2,0,0
76.45,18,travel,10.18,1,0,0
46.13,15,retail,38.9,1,0,0
24.31,22,grocery,21.46,1,0,0
187.68,11,travel,14.84,1,0,0
15.3,17,luxury,6.7,1,0,0
13.3,17,pharmacy,25.32,1,0,0
17.94,11,fuel,7.41,0,1,0
10.52,17,home,47.33,1,0,0
16.3,19,electronics,50.36,1,0,0
36.83,14,grocery,12.52,2,0,0
6.53,17,hardware,1.87,0,0,0
48.07,11,food,17.13,0,0,0
155.82,17,retail,11.23,0,0,0
89.57,16,travel,22.82,0,0,0
90.16,23,electronics,31.4,0,0,0
14.98,19,subscription,1.67,0,0,0
70.93,10,hardware,29.53,1,0,0
1.46,16,hardware,7.44,2,0,0
14.0,14,food,25.47,0,0,0
4.46,14,hardware,25.9,0,0,0
20.24,0,luxury,27.84,1,0,0
19.49,20,subscription,53.8,0,0,0
62.45,9,travel,48.39,1,1,0
152.1,13,pharmacy,37.28,1,0,0
9.22,17,services,21.81,2,0,0
8.25,12,home,35.65,1,0,0
25.09,13,subscription,37.03,1,0,0
58.89,14,electronics,17.72,0,0,0
1.03,19,food,7.26,1,0,0
18.95,11,fuel,58.22,0,0,0
5.75,15,grocery,11.03,1,0,0
16.35,5,home,7.47,0,0,0
6.52,16,grocery,7.69,1,0,0
3.7,4,hardware,51.7,0,0,0
13.6,15,grocery,54.92,1,0,0
7.55,20,hardware,13.39,1,0,0
44.32,18,auto,76.22,0,0,0
70.4,9,pharmacy,17.29,1,0,0
164.19,21,subscription,9.64,2,0,0
28.92,16,auto,41.82,0,0,0
11.34,15,subscription,38.07,0,0,0
20.4,8,retail,8.7,0,0,0
1.49,23,services,29.05,0,0,0
28.36,17,grocery,27.89,1,0,0
57.0,16,auto,18.79,1,0,0
39.86,21,travel,33.35,0,0,0
91.51,10,pharmacy,20.24,2,0,0
23.3,14,auto,46.14,0,0,0
10.45,23,pharmacy,34.44,3,0,0
5.02,15,grocery,10.36,0,0,0
38.34,19,hardware,23.04,0,0,0
3.07,15,fuel,12.93,1,0,0
14.24,23,electronics,9.82,0,0,0
84.55,15,travel,17.09,1,0,0
25.64,20,hardware,29.7,0,0,0
59.98,21,subscription,13.03,1,0,0
11.57,13,services,31.21,0,0,0
4.91,20,services,41.31,1,0,0
27.94,11,food,24.64,0,0,0
77.88,15,travel,26.96,3,0,0
8.12,15,services,31.39,0,0,0
7.07,17,home,13.26,0,0,0
48.36,23,pharmacy,15.73,1,0,0
109.99,16,pharmacy,12.8,0,0,0
183.48,23,electronics,24.43,0,0,0
10.87,9,pharmacy,35.73,1,0,0
76.21,19,luxury,30.43,1,0,0
60.99,17,subscription,22.11,1,0,0
36.62,21,fuel,16.01,1,0,0
44.95,17,travel,23.19,0,0,0
11.84,22,hardware,24.34,0,0,0
2.17,8,services,52.3,0,0,0
46.52,12,travel,20.81,1,0,0
10.86,15,travel,44.2,0,0,0
20.91,19,home,63.26,0,0,0
47.75,17,luxury,40.45,2,0,0
52.35,9,subscription,11.31,0,0,0
17.62,9,retail,19.6,0,0,0
43.63,23,luxury,6.61,2,0,0
25.55,17,electronics,25.01,1,0,0
6.17,10,retail,41.7,0,0,0
45.93,10,auto,8.86,0,0,0
13.27,14,food,34.8,0,0,0
13.38,16,fuel,26.04,0,0,0
90.29,17,luxury,29.42,0,0,0
27.59,23,food,86.42,0,0,0
5.37,15,auto,2.54,1,0,0
7.04,18,hardware,21.02,2,0,0
8.11,23,grocery,14.2,1,0,0
47.38,22,grocery,4.32,1,0,0
30.65,19,home,28.27,1,0,0
49.42,10,electronics,12.2,1,0,0
51.89,14,travel,11.85,0,0,0
22.92,17,subscription,14.82,1,0,0
34.06,13,grocery,17.08,1,0,0
26.76,22,travel,37.68,0,1,0
10.47,14,hardware,13.04,0,0,0
20.42,13,hardware,13.15,0,0,0
25.29,12,home,35.72,3,0,0
2.64,17,subscription,11.77,0,1,0
82.98,14,travel,25.01,0,0,0
15.9,16,auto,13.55,2,0,0
20.85,16,services,35.06,1,0,0
9.32,22,food,12.76,1,0,0
34.19,8,travel,24.49,2,0,0
20.34,23,luxury,8.46,2,0,0
20.48,15,services,40.01,1,0,0
21.12,12,subscription,29.78,0,0,0
12.94,20,home,33.89,0,0,0
26.46,4,luxury,45.7,1,0,0
7.93,21,pharmacy,17.46,1,0,0
82.15,17,subscription,52.4,0,0,0
56.51,18,electronics,8.59,0,0,0
7.22,17,subscription,18.23,0,0,0
10.96,10,auto,26.09,1,0,0
38.56,23,hardware,70.66,1,0,0
19.2,4,hardware,47.3,0,0,0
7.13,23,pharmacy,19.95,1,0,0
5.24,12,pharmacy,33.24,0,0,0
44.59,11,grocery,34.94,0,0,0
2.67,17,grocery,47.33,0,0,0
10.99,16,subscription,9.8,0,0,0
7.79,20,pharmacy,37.19,0,0,0
3.1,23,grocery,1.1,0,1,0
330.77,14,electronics,13.69,1,0,0
9.76,23,grocery,13.22,0,0,0
19.56,20,auto,0.91,1,0,0
37.08,11,hardware,49.63,0,0,0
23.54,23,pharmacy,24.48,2,0,0
60.89,18,hardware,40.82,1,0,0
8.11,16,hardware,17.9,0,0,0
545.11,15,electronics,32.02,0,0,0
68.65,9,travel,4.86,0,0,0
52.62,7,retail,8.57,0,1,0
123.05,17,travel,35.33,1,0,0
4.91,10,food,5.32,0,0,0
23.16,14,home,50.51,0,0,0
30.3,18,services,28.75,0,0,0
23.69,14,luxury,14.61,0,1,0
43.82,19,grocery,46.39,0,0,0
26.4,16,subscription,41.8,0,0,0
40.22,19,retail,34.17,0,0,0
11.95,13,retail,24.75,0,0,0
9.49,23,home,40.76,0,0,0
150.15,15,travel,10.26,1,0,0
247.22,19,luxury,15.89,0,0,0
33.9,11,retail,15.66,2,0,0
70.14,19,travel,23.83,1,0,0
8.69,7,services,13.39,0,0,0
29.14,16,retail,15.13,0,0,0
56.99,20,electronics,12.94,4,0,0
41.61,20,luxury,10.46,2,0,0
29.64,15,grocery,28.9,0,0,0
216.65,15,electronics,10.02,0,0,0
30.02,13,fuel,10.82,1,0,0
13.86,10,pharmacy,49.87,0,0,0
2.27,13,pharmacy,28.43,0,0,0
31.74,16,home,27.89,1,0,0
24.53,20,services,40.81,1,0,0
3.92,18,fuel,49.3,0,0,0
22.94,5,food,23.53,1,0,0
7.2,10,services,17.96,1,0,0
23.82,17,travel,29.36,2,1,0
13.47,8,hardware,26.27,1,0,0
8.03,17,grocery,37.58,1,0,0
16.15,7,home,28.19,0,0,0
43.05,23,subscription,15.09,0,0,0
7.71,17,hardware,34.75,1,0,0
24.01,19,travel,10.85,0,0,0
